"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision","broad.category.description","major.group.description","code.name","division.subdivision.description","keywords","further.category.desciption"
"S82","RG-PSB-S82","RG","PSB","S",FALSE,FALSE,"82","","82","Public, Societal Benefit","Community Improvement & Capacity Building","Mens Service Clubs","Organizations whose members are men who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects.","Concerned Black Men, Independent Order of Odd Fellows, Odd Fellows Lodges, 100 Black Men, Sons of Italy"," "
"S99","RG-PSB-S99","RG","PSB","S",FALSE,FALSE,"99","","99","Public, Societal Benefit","Community Improvement & Capacity Building","Community Improvement & Capacity Building N.E.C.","Use this code for organizations that clearly provide community improvement, capacity building services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",""," "
"T01","AA-PSB-T00","AA","PSB","T",FALSE,FALSE,"01","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Alliances & Advocacy","Alliance/Advocacy Organizations",""," "
"T02","MT-PSB-T00","MT","PSB","T",FALSE,FALSE,"02","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Management & Technical Assistance","Management and Technical Assistance",""," "
"T03","PA-PSB-T00","PA","PSB","T",FALSE,FALSE,"03","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Professional Societies & Associations","Professional Societies/Associations","Fund Raising Professional Associations, Fund Raising Professional Societies, Grant-Makers Professional Associations, Grantmakers Professional Societies"," "
"T0330","PA-PSB-T30","PA","PSB","T",FALSE,FALSE,"03","30","30","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations",NA,"Professional Societies/Associations",NA,"Providing support to organizations, sometimes referred to as public charities, that derive their funding or support primarily from the general public in carrying out their social, educational, religious or other charitable activities serving the common welfare.   Although public foundations may provide direct charitable services to the public as other nonprofits do, their primary focus is on grantmaking."
"T05","RP-PSB-T00","RP","PSB","T",FALSE,FALSE,"05","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Research Institutes & Public Policy Analysis","Research Institutes and/or Public Policy Analysis",""," "
"T11","MS-PSB-T00","MS","PSB","T",FALSE,FALSE,"11","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Single Organization Support","Monetary Support - Single Organization",""," "
"T1131","MS-PSB-T31","MS","PSB","T",FALSE,FALSE,"11","31","31","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations",NA,"Monetary Support - Single Organization",NA,"Providing support to organizations that make grants for charitable purposes in a specific community or region. The funds available to a community foundation are usually derived from many donors and held in an endowment that is independently administered; income earned by the endowment is then used to make grants. (rev. 11/04)"
"T1170","MS-PSB-T70","MS","PSB","T",FALSE,FALSE,"11","70","70","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations",NA,"Monetary Support - Single Organization",NA,"Providing support to organizations that administer centralized fundraising efforts and then in turn distribute the contributed funds to several nonprofit agencies. United Way and community chests or funds, the United Jewish Appeal and other religious appeals are examples of federated giving programs. (rev. 1/05)"
"T12","MM-PSB-T00","MM","PSB","T",FALSE,FALSE,"12","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Fund Raising & Fund Distribution","Monetary Support - Multiple Organizations",""," "
"T19","NS-PSB-T00","NS","PSB","T",FALSE,FALSE,"19","","00","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Support N.E.C.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""," "
"T20","RG-PSB-T20","RG","PSB","T",FALSE,FALSE,"20","","20","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Private Grantmaking Foundations","Nongovernmental, nonprofit organizations with funds (usually from a single source, such as an individual, family or corporation) and programs managed by its own trustees or directors, established to maintain or aid social, educational, religious or other charitable activities serving the common welfare, primarily through grantmaking.  T20 should be used only if one of the more specific codes in the T20 series cannot be determined.",""," "
"T21","RG-PSB-T21","RG","PSB","T",FALSE,FALSE,"21","","21","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Corporate Foundations","Private foundations whose grant funds are derived primarily from the contributions of a profit-making business organization.","Business Philanthropy"," "
"T22","RG-PSB-T22","RG","PSB","T",FALSE,FALSE,"22","","22","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Private Independent Foundations","Private foundations that make grants based on charitable endowments.  Because of their endowments, they are focused primarily on grantmaking and generally do not actively raise funds or seek public financial support.  These are the most common type of private foundation.  They are generally endowed, usually from a single individual or family.  Private foundations are considered family foundations if relatives or the original donor are still active on the board of trustees or in the operation of the foundation.","Family Charitable Foundations, Family Foundations"," "
"T23","RG-PSB-T23","RG","PSB","T",FALSE,FALSE,"23","","23","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Private Operating Foundations","Private foundations that use a bulk of their resources to provide charitable services or run charitable programs of their own.  They make few, if any, grants to outside organizations and, like private independent foundations, they generally do not raise funds from the public.",""," "
"T30","RG-PSB-T30","RG","PSB","T",FALSE,FALSE,"30","","30","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Public Foundations","Organizations, sometimes referred to as public charities, that derive their funding or support primarily from the general public in carrying out their social, educational, religious or other charitable activities serving the common welfare.   Although public foundations may provide direct charitable services to the public as other nonprofits do, their primary focus is on grantmaking.","Donor-Advised Funds, Public Charities, Donor advised funds"," "
"T31","RG-PSB-T31","RG","PSB","T",FALSE,FALSE,"31","","31","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Community Foundations","Organizations that make grants for charitable purposes in a specific community or region. The funds available to a community foundation are usually derived from many donors and held in an endowment that is independently administered; income earned by the endowment is then used to make grants. (rev. 11/04)",""," "
"T40","RG-PSB-T40","RG","PSB","T",FALSE,FALSE,"40","","40","Public, Societal Benefit","Philanthropy, Voluntarism & Grantmaking Foundations","Voluntarism Promotion","Organizations that encourage people to volunteer. (rev. 1/05)","AmeriCorps, Community Service, National Civilian Community Corps, National Service, Retired and Senior Volunteer Programs, RSVP, Senior Corps, Senior Volunteers, VISTA, Voluntary Action Centers, Voluntary Service, Volunteer Action Centers, Volunteer Bureaus, Volunteer Management, Volunteer Opportunities, Volunteer Placement, Volunteer Recruitment, Volunteer Training, Volunteerism"," "
